run_id;run_mode;sequence_no;attempt_no;attempt_uid;test_id;case_id;area;suite_type;scenario;scenario_turn;block;variant_index;variant_type;variant_source;previously_executed;prior_validated;prior_result;source_case_id;source_mapping;question;evaluation_profile;expected_scope;expected_animal;input_data;expected_behavior;expected_fields;fallback;guardrail;support_current;probe_type;response;latency_ms;message_count;response_truncated;message_ids;whatsapp_metadata;send_system_timestamp;system_timestamp;collector_success;collector_note;collector_status;semantic_status;scope_status;animal_status;detected_scope;detected_animals;response_class;guardrail_flags;core_status;overall_status;error_flags;attempts_total;chosen_attempt_no
AUTO_20260831_164851;smoke;1;1;SEL_MUNG_001_V0_A1;SEL_MUNG_001_V0;SEL_MUNG_001;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_001;0;canonical;manual_selected;False;False;;MUNG_007;adapted;quante vacche/bufale hanno prodotto poco?;low_milking_yield_list;herd;;lista animali, produzione baseline, produzione attesa, media mandria, media gruppo, animal ID, gruppo, DIM;"L'ultima sessione di mungitura ha registrato ""#n animali"" con una bassa produzione. Ecco i peggiori:";Animale | DIM | Gruppo | Ultima mungitura | Latte ultima mungitura | Atteso | Differenza | Intervallo mungitura;Mancano produzione ultima mungitura o baseline attesa.;"Non usare produzione per mungitura isolata come segnale clinico. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"349 bufale hanno una produzione inferiore di più del 30 % rispetto a quanto previsto dalla curva di lattazione (dati al 30‑08‑2026).


Questa cifra rappresenta quasi il 78 % delle bufale in lattazione, indicando un problema diffuso di ridotta resa.



Azioni consigliate: verifica la qualità della foraggitura, controlla l’idratazione e lo stato di salute generale, effettua un campionamento del latte per analisi di cellule somatiche e conducibilità, e pianifica visite di controllo per individuare eventuali mastiti o stress termico.



Se vuoi approfondisco singole bufale o fattori specifici.";27708;1;False;4F91889F96A4406D0B;[16:49, 31/08/2026] Marica Marches:;2026-08-31T16:49:06;2026-08-31T16:49:41;True;OK;PASS;PASS;PASS;N/A;herd_query;349;results;;PASS;PASS;;1;1
AUTO_20260831_164851;smoke;2;1;SEL_MUNG_002_V0_A1;SEL_MUNG_002_V0;SEL_MUNG_002;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_002;0;canonical;manual_selected;False;False;;MUNG_003;adapted;quali vacche/bufale hanno saltato la mungitura?;missed_or_reduced_milkings;herd;;ID, DIM, media milk sessions gruppo, numero sessioni di mungitura;Gli animali con un numero minore di sessioni registrate sono i seguenti:  . (se robot: controlla il loro stato di salute o il funzionamento del robot);Animale | DIM | Parità | Gruppo | Mungiture 24h | Baseline mungiture | Differenza | Ultima mungitura | Note;Manca baseline individuale delle mungiture o conteggio ultime 24h.;"Non diagnosticare zoppia o malattia solo da riduzione mungiture. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"30‑08‑2026 → 145 bufale non hanno registrato mungitura



-#2323

-#2367

-#2458

-#2461

-#2469

-#2482

-#3003

-#3103

-#3112

-#3119

-#3147

-#3171

-#3185

-#507

-#5189

-#5652

-#5687

-#5695

-#5748

-#6544

-#6553

-#6570

-#6581

-#679

-#6999

-#7382

-#7419

-#8045

-#8085

-#8119

-#8125

-#9613

-#9626

-#9684

-#9696

-#9709

-#9734

-#2372

-#2451

-#2462

-#2473

-#2503

-#3042

-#3095

-#3105

-#3140

-#3164

-#3169

-#3181

-#332

-#34

-#5105

-#5119

-#5195

-#5209

-#5626

-#5640

-#5689

-#5698

-#629

-#6986

-#7029

-#7367

-#7426

-#8143

-#9656

-#9729

-#111

-#160

-#2383

-#2435

-#2459

-#2501

-#2509

-#2512

-#3052

-#3101

-#3104

-#3113

-#3123

-#3137

-#3161

-#3172

-#3174

-#3175

-#3186

-#448

-#5170

-#5186

-#5270

-#5649

-#5660

-#5662

-#5668

-#5704

-#5723

-#5746

-#6555

-#6567

-#6942

-#7331

-#7393

-#7462

-#9551

-#9558

-#9601

-#9608

-#9643

-#9679

-#9697

-#9707

-#9708

-#9911

-#9950

-#2396

-#2406

-#2439

-#2494

-#2531

-#2981

-#3030

-#3069

-#3106

-#3121

-#3122

-#3124

-#3134

-#3142

-#3153

-#5128

-#5133

-#5223

-#5264

-#5274

-#5686

-#5688

-#7032

-#7038

-#722

-#7379

-#7418

-#7470

-#9547

-#9614

-#9657



Se vuoi approfondire singole bufale, dimmi quali.";64789;1;False;8FDF791149D404CE3E;[16:50, 31/08/2026] Marica Marches:;2026-08-31T16:49:46;2026-08-31T16:50:59;True;OK;PASS;PASS;PASS;N/A;herd_query;30,34,111,160,332,448,507,629,679,722,2323,2367,2372,2383,2396,2406,2435,2439,2451,2458,2459,2461,2462,2469,2473,2482,2494,2501,2503,2509,2512,2531,2981,3003,3030,3042,3052,3069,3095,3101,3103,3104,3105,3106,3112,3113,3119,3121,3122,3123,3124,3134,3137,3140,3142,3147,3153,3161,3164,3169,3171,3172,3174,3175,3181,3185,3186,5105,5119,5128,5133,5170,5186,5189,5195,5209,5223,5264,5270,5274,5626,5640,5649,5652,5660,5662,5668,5686,5687,5688,5689,5695,5698,5704,5723,5746,5748,6544,6553,6555,6567,6570,6581,6942,6986,6999,7029,7032,7038,7331,7367,7379,7382,7393,7418,7419,7426,7462,7470,8045,8085,8119,8125,8143,9547,9551,9558,9601,9608,9613,9614,9626,9643,9656,9657,9679,9684,9696,9697,9707,9708,9709,9729,9734,9911,9950;results;;PASS;PASS;;1;1
AUTO_20260831_164851;smoke;3;1;SEL_MUNG_003_V0_A1;SEL_MUNG_003_V0;SEL_MUNG_003;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_003;0;canonical;manual_selected;False;False;;MUNG_001;exact;quali animali sono in ritardo?;milking_delay_list;herd;;ID, gruppo,  DIM,  ultima sessione registrata, ultima produzione, numero di sessioni nelle ultime 24h;Gli animali con maggiore ritardo tra le mungiture sono i seguenti:;Animale | DIM | Parità | Gruppo | Ultima mungitura | Ore da ultima mungitura | Soglia attesa | Produzione media 7g | Note dati;Manca ultima mungitura, stato attivo/in lattazione o soglia/intervallo atteso.;"Non associare ritardo a malattia senza altri segnali. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"#6946 (L3, DIM 241): -96,7 %
#5659 (L3, DIM 207): -93,2 %
#5762 (L3, DIM 226): -92,5 %
#726 (L2, DIM 222): -91,6 %
#2474 (L7, DIM 275): -90,1 %
#165 (L6, DIM 228): -88,9 %
#2491 (L2, DIM 279): -87,3 %
#2516 (L2, DIM 17): -85,4 %
#2422 (L2, DIM 274): -84,0 %
#7340 (L5, DIM 242): -83,9 %


Tutte le 100 bufale riportate nel campione mostrano un residuo < ‑20 %, quindi sono in ritardo nella produzione. Il conteggio complessivo della stalla indica 393 bufale in ritardo su 588 in lattazione (≈ 67 % della mandria).



Le cause più frequenti di forte calo di resa in bufala sono mastite, cheto‑si, stress termico, problemi locomotori e deficit nutrizionali. Per le 10 bufale con il peggior residuo, controlla subito la conducibilità e le cellule somatiche del latte; se sono elevate predisponi colture e trattamento antibiotico. Verifica il valore di THI; se supera 68 attiva spruzzatori o ventilatori. Valuta l’apporto energetico della razione (olii vegetali ≤ 5 % della dieta) e assicurati che abbiano buona fibra. Programma una visita veterinaria mirata per confermare diagnosi e impostare terapie […]";99435;1;False;16D93E52FC4B80D710;[16:52, 31/08/2026] Marica Marches:;2026-08-31T16:51:04;2026-08-31T16:52:52;True;OK;PASS;FAIL;PASS;N/A;herd_query;165,726,2422,2474,2491,2516,5659,5762,6946,7340;results;THERAPY_OVERREACH_REVIEW;FAIL;FAIL;;1;1
AUTO_20260831_164851;smoke;4;1;SEL_MUNG_004_V0_A1;SEL_MUNG_004_V0;SEL_MUNG_004;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_004;0;canonical;manual_selected;False;False;;MUNG_003;exact;quali vacche/bufale hanno meno mungiture?;low_milking_count;herd;;ID, gruppo, DIM, numero sessioni ultime 24h, media baseline mungiture;"Ho trovato {n_animali} animali con meno mungiture rispetto al loro andamento recente.
{tabella}
Verifica accesso a robot/sala, locomozione, comportamento e rifiuti robot.";Animale | DIM | Parità | Gruppo | Mungiture 24h | Baseline mungiture | Differenza | Ultima mungitura | Note;Manca baseline individuale delle mungiture o conteggio ultime 24h.;"Non diagnosticare zoppia o malattia solo da riduzione mungiture. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"#2474 (L7, DIM 154): 1.0 — media 1.0, delta 0
#2406 (L2, DIM 275): 1.0 — media 1.0, delta 0
#2997: 1.0 — media 1.0, delta 0
#5264: 1.0 — media 1.0, delta 0
#3124: 1.0 — media 1.0, delta 0
#5767: 1.0 — media 1.0, delta 0
#2491: 1.0 — media 1.0, delta 0
#777: 1.0 — media 1.0, delta 0
#5645: 1.0 — media 1.0, delta 0
#9559: 1.0 — media 1.0, delta 0


Tutte le bufale elencate hanno la minima frequenza di mungitura (una sessione al giorno). Una così bassa attività può indicare mastite subclinica, dolore locomotorio, stress termico o carenze nutrizionali.



Azioni consigliate: controllare le cellule somatiche e la conducibilità del latte; ispezionare gli arti per segni di zoppia; verificare THI e attivare raffrescamento se > 68; rivedere l’apporto energetico e fibra della dieta; monitorare la frequenza nelle 3‑5 giorni successivi e, se persiste a 1 mungitura/giorno, richiedere visita veterinaria.



Se vuoi approfondire una specifica bufala, dimmi il numero.";92042;1;False;16D7133515F21DFEAB;[16:54, 31/08/2026] Marica Marches:;2026-08-31T16:52:57;2026-08-31T16:54:38;True;OK;PASS;REVIEW;PASS;N/A;herd_query;777,2406,2474,2491,2997,3124,5264,5645,5767,9559;results;;REVIEW;REVIEW;;1;1
AUTO_20260831_164851;smoke;5;1;SEL_MUNG_005_V0_A1;SEL_MUNG_005_V0;SEL_MUNG_005;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_005;0;canonical;manual_selected;False;False;;MUNG_002;exact;chi non è stata munta oggi?;not_milked_today;herd;;ID, gruppo, DIM, visite robot ultime 24h, nr sessioni mungitura valide, n mungiture baseline;Ecco gli animali che non hanno registrato una mungitura completa:;Animale | DIM | Parità | Gruppo | Ultima mungitura | Ore trascorse | Mungiture oggi | Visite robot oggi;Manca il conteggio mungiture giornaliero o il timestamp dei dati robot.;"Usare 'non risulta registrata' se c'è rischio dato non aggiornato. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;L'analisi richiesta è troppo articolata per una sola domanda: prova a spezzarla in domande più semplici.;53821;1;False;125214A5EF45683AE0;[16:55, 31/08/2026] Marica Marches:;2026-08-31T16:54:43;2026-08-31T16:55:44;True;OK;PASS;REVIEW;REVIEW;N/A;unclear;;narrative;;REVIEW;REVIEW;HERD_SCOPE_UNCLEAR;1;1
AUTO_20260831_164851;smoke;6;1;SEL_MUNG_006_V0_A1;SEL_MUNG_006_V0;SEL_MUNG_006;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_006;0;canonical;manual_selected;False;False;;MUNG_010;exact;chi ha la conducibilità alta?;conductivity_list;herd;;ID, nr lattazione, DIM, gruppo, ultima conducibilità, media conducibilità gruppo, incremento conducibilità baseline;ecco gli animali con elevati valori di conducibilità:;Animale | DIM | Gruppo | Ultima mungitura | Conducibilità | Baseline/flag | Latte ultima | SCC score | Delta latte;Manca conducibilità aggiornata o baseline/flag aziendale.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"#2474 (L7, DIM 275): 17.3 – media 13.5 (+3.8)
#5127 (L5, DIM 423): 15.1 – media 13.5 (+1.6)
#8102 (L1, DIM 104): 13.7 – media 13.5 (+0.2)
#474 (L2, DIM 285): 13.3 – media 13.5 (‑0.2)
#662 (L6, DIM 268): 13.2 – media 13.5 (‑0.3)
#7340 (L5, DIM 242): 12.9 – media 13.5 (‑0.6)
#428 (L2, DIM 482): 12.9 – media 13.5 (‑0.6)
#5645 (L4, DIM 9): 12.1 – media 13.5 (‑1.4)
#7025 (L3, DIM 189): 12.1 – media 13.5 (‑1.4)
#2422 (L2, DIM 274): 12.0 – media 13.5 (‑1.5)


La conducibilità del latte è un indicatore sensibile di deterioramento della barriera epiteliale della mammella; valori sopra la media (circa 13.5) segnalano una maggiore probabilità di mastite subclinica, con possibile aumento di ioni (Na⁺, K⁺) e perdita di qualità.



Azioni consigliate:

Controllare le cellule somatiche (SCC) delle bufale #2474, #5127 e #8102; se >200 000 cell/ml approfondire con coltura del latte.
Verificare l’igiene dei capezzoli prima della mungitura e migliorare la pulizia se necessario.
Per le bufale con valori >13.5 aumentare la frequenza di mungitura (almeno 2 volte/giorno) per favorire lo svuotamento completo […]";58244;1;False;0DE4515176DD932438;[16:56, 31/08/2026] Marica Marches:;2026-08-31T16:55:49;2026-08-31T16:56:56;True;OK;PASS;PASS;PASS;N/A;herd_query;428,474,662,2422,2474,5127,5645,7025,7340,8102;results;;PASS;PASS;;1;1
AUTO_20260831_164851;smoke;7;1;SEL_MUNG_007_V0_A1;SEL_MUNG_007_V0;SEL_MUNG_007;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_007;0;canonical;manual_selected;False;False;;MUNG_012;adapted;quali primipare vanno poco al robot;primiparous_low_robot;herd;;ID, DIM, gruppo, nr visite ultime 24h, tempo dall'ultima visita, tempo di intervallo atteso;Ecco la lista completa delle primipare con poche visite volontarie:;Animale | DIM | Parità | Gruppo | Mungiture 24h | Visite robot | Ultima mungitura | Latte 24h;Manca DIM o dati robot.;Non parlare di chetosi/patologia senza segnali metabolici/produttivi aggiuntivi.;Supportato se dati robot presenti;canonical;"#8316 (P1): 1.0 – molto sotto la media robot 2.0
#3137 (P1): 1.0 – molto sotto la media robot 2.0
#3196 (P1): 1.0 – molto sotto la media robot 2.0
#3177 (P1): 1.0 – molto sotto la media robot 2.0
#8042 (P1): 1.0 – molto sotto la media robot 2.0
#3164 (P1): 1.0 – molto sotto la media robot 2.0
#3131 (P1): 1.0 – molto sotto la media robot 2.0
#3124 (P1): 1.0 – molto sotto la media robot 2.0 (solo 1 giorno di dati)
#8038 (P1): 1.14 – sotto la media robot 2.0
#3188 (P1): 1.14 – sotto la media robot 2.0


Una visita al robot inferiore a 2 mungiture al giorno può indicare mastite subclinica, dolore locomotorio o stress termico; tutti riducono la produzione e aumentano il rischio di complicazioni.



Azioni consigliate:

Controllare conducibilità e cellule somatiche di queste bufale; valori alti segnalano mastite.
Ispezionare arti e zona coxale per segni di zoppia o lesioni, intervenire con terapia veterinaria se necessario.
Verificare THI degli ultimi giorni; se > 68 aumentare raffrescamento con ventilatori/spruzzatori e garantire acqua fresca continua […]";79585;1;False;38AED9AA84C48F2C84;[16:58, 31/08/2026] Marica Marches:;2026-08-31T16:57:01;2026-08-31T16:58:29;True;OK;PASS;PASS;PASS;N/A;herd_query;3124,3131,3137,3164,3177,3188,3196,8038,8042,8316;results;;PASS;PASS;;1;1
AUTO_20260831_164851;smoke;8;1;SEL_MUNG_008_V0_A1;SEL_MUNG_008_V0;SEL_MUNG_008;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_008;0;canonical;manual_selected;False;False;;PROD_001;exact_cross_area;chi ha calato il latte oggi?;production_drop_list;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione, delta produzione;Gli animali con il maggiore calo individuale sono i seguenti:;Animale | DIM | Parità | Gruppo | Latte attuale | Baseline/media | Delta kg | Delta % | Segnali associati;Manca produzione aggiornata o baseline/media recente.;Non indicare causa certa del calo se non ci sono segnali concordanti.;Supportato se produzione e baseline presenti;canonical;"#6946 (L3, DIM 241): 0.2 kg — att. 6.10 kg (-5.9 kg, -96.7%)
#5659 (L3, DIM 207): 0.5 kg — att. 7.35 kg (-6.9 kg, -93.2%)
#5762 (L3, DIM 226): 0.5 kg — att. 6.63 kg (-6.1 kg, -92.4%)
#726 (L2, DIM 222): 0.6 kg — att. 7.18 kg (-6.6 kg, -91.6%)
#2474 (L7, DIM 275): 0.4 kg — att. 4.04 kg (-3.6 kg, -90.1%)
#165 (L6, DIM 228): 0.6 kg — att. 5.40 kg (-4.8 kg, -88.9%)
#2491 (L2, DIM 279): 0.7 kg — att. 5.50 kg (-4.8 kg, -87.3%)
#2516 (L2, DIM 17): 1.8 kg — att. 12.32 kg (-10.5 kg, -85.4%)
#2422 (L2, DIM 274): 0.9 kg — att. 5.63 kg (-4.7 kg, -84.0%)
#7340 (L5, DIM 242): 0.8 kg — att. 4.95 kg (-4.2 kg, -83.9%)
#2468 (L3, DIM 55): 2.6 kg — att. 15.76 kg (-13.2 kg, -83.5%)
#1320 (L14, DIM 86): 3.0 kg — att. 12.47 kg (-9.5 kg, -75.9%)
#2543 (L2, DIM 144): 2.5 kg — att. 10.35 kg (-7.9 kg, -75.8%)
#8042 (L1, DIM 214): 1.8 kg — att. 7.13 kg (-5.3 kg, -74.8%)
#8058 (L2, DIM 60): 3.9 kg — att. 14.86 kg (-11.0 kg, -73.8%)
#2479 (L3, DIM 214): 2.0 kg — att. 7.08 kg (-5.1 kg, -71.7%)
#2467 (L2, DIM 240): 1.9 kg — att. 6.60 kg (-4.7 kg, -71.2%)
#5127 (L5, DIM 423): 0.5 kg — att. 1.63 kg (-1.1 kg, -69.2%)
#8148 (L1, DIM 90): 3.6 kg — att. 11.60 kg (-8.0 kg, -69.0%) […]";98000;1;False;99C025829F24886A89;[17:00, 31/08/2026] Marica Marches:;2026-08-31T16:58:34;2026-08-31T17:00:20;True;OK;PASS;REVIEW;PASS;N/A;herd_query;165,726,1320,2422,2467,2468,2474,2479,2491,2516,2543,5127,5659,5762,6946,7340,8042,8058,8148;results;;REVIEW;REVIEW;;1;1
AUTO_20260831_164851;smoke;9;1;SEL_MUNG_009_V0_A1;SEL_MUNG_009_V0;SEL_MUNG_009;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_009;0;canonical;manual_selected;False;False;;PROD_002;exact_cross_area;quali sono le vacche/bufale con un calo superiore a 5 kg?;production_drop_threshold;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione;"Animali con calo superiore a {X} kg:
{tabella}
La tabella è ordinata per scostamento produttivo, non per priorità.";Animale | DIM | Gruppo | Latte attuale | Baseline | Calo kg | Calo % | Note;Manca produzione, baseline o soglia interpretabile.;"Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se produzione e baseline presenti;canonical;"Nessuna bufala presenta un calo di produzione superiore a 5 kg nella giornata 31 agosto 2026 rispetto al 30 agosto 2026.



Un calo improvviso così marcato è raro e, quando si verifica, è solitamente legato a eventi acuti come mastite (clinica o subclinica), cheto‑sintesi, stress termico intenso o problemi locomotori. Anche se oggi non c’è alcuna bufala con > 5 kg di perdita, è comunque utile verificare i parametri di produzione (rendita giornaliera, conduzione, cellule somatiche) per individuare eventuali diminuzioni meno evidenti che possono preannunciare questi problemi.



Azioni consigliate:

Controlla quotidianamente i valori di resa, conducibilità e SCC; segnala una diminuzione anche inferiore a 5 kg.
Verifica il THI degli ultimi giorni; se è elevato, attiva sistemi di raffrescamento (ventilatori, nebulizzatori, acqua fresca).
Ispeziona gli arti per segni di zoppia o lesioni e, se necessario, richiedi una visita veterinaria.
Assicura una dieta adeguata in energia e proteine, soprattutto per le bufale in transizione, per prevenire cheto‑sintesi.


Se vuoi approfondire le cause di eventuali cali minori, fammi sapere.";49547;1;False;9C67A1597E72B427D8;[17:01, 31/08/2026] Marica Marches:;2026-08-31T17:00:25;2026-08-31T17:01:23;True;OK;PASS;PASS;PASS;N/A;herd_query;;no_data;;PASS;PASS;;1;1
AUTO_20260831_164851;smoke;10;1;SEL_PROD_001_V0_A1;SEL_PROD_001_V0;SEL_PROD_001;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_001;0;canonical;manual_selected;False;False;;PROD_006;exact;chi produce meno?;low_production_list;herd;;ID, gruppo,DIM, ultima produzione, media gruppo, delta produzione;"Animali sotto la media del proprio gruppo:
{tabella}
Questo confronto è più utile se il gruppo è omogeneo per DIM/parità.";Animale | DIM | Parità | Gruppo | Latte attuale | Media gruppo | Delta vs gruppo | Delta vs se stessa;Manca gruppo o media gruppo calcolabile.;Non giudicare animale senza considerare DIM/parità quando disponibili.;Supportato se produzione e baseline presenti;canonical;"#6946 (L3, DIM 241): 0,2 kg — attesi 6,10 kg (-5,90 kg, -96,7 %)


Questa bufala registra la produzione giornaliera più bassa: il delta è di quasi –97 % rispetto al valore atteso.



Possibili cause di un calo così marcato sono mastite (soprattutto subclinica, SCC >200 000 cellule/ml), stress termico (THI >68), deficit energetico o problemi locomotori.



Azioni consigliate

Preleva un campione di latte per analisi SCC e coltura batterica.
Controlla temperatura corporea e frequenza respiratoria; se è elevata, aumenta il raffrescamento (ventilatori, nebulizzatori, acqua fresca).
Verifica l’eventuale zoppia o dolore agli arti; intervieni con terapia anti‑infiammatoria se necessario.
Rivedi l’alimentazione per garantire apporto energetico adeguato, soprattutto se è in fase early‑mid di lattazione.


Se vuoi approfondire altri capi o monitorare l’evoluzione, fammi sapere.";56968;1;False;71AF41D9F0AEB71192;[17:02, 31/08/2026] Marica Marches:;2026-08-31T17:01:36;2026-08-31T17:02:41;True;OK;PASS;PASS;PASS;N/A;herd_query;6946;results;;PASS;PASS;;1;1
