run_id;run_mode;sequence_no;attempt_no;attempt_uid;test_id;case_id;area;suite_type;scenario;scenario_turn;block;variant_index;variant_type;variant_source;previously_executed;prior_validated;prior_result;source_case_id;source_mapping;question;evaluation_profile;expected_scope;expected_animal;input_data;expected_behavior;expected_fields;fallback;guardrail;support_current;probe_type;enabled;origin;methodology_status;test_layer;legacy_test_id;animal_explicit;evaluator_dimensions;response;latency_ms;message_count;response_truncated;message_ids;whatsapp_metadata;send_system_timestamp;system_timestamp;collector_success;collector_note;collector_status;semantic_status;intent_status;scope_status;animal_status;context_status;implicit_context_status;temporal_status;availability_status;availability_signal;fallback_status;detected_scope;detected_animals;response_class;guardrail_flags;advice_flags;metric_flags;quality_flags;core_status;overall_status;error_flags;attempts_total;chosen_attempt_no
AUTO_20260831_195716;all;1;1;SEL_MUNG_001_V0_A1;SEL_MUNG_001_V0;SEL_MUNG_001;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_001;0;canonical;manual_selected;False;False;;MUNG_007;adapted;quante vacche/bufale hanno prodotto poco?;low_milking_yield_list;herd;;lista animali, produzione baseline, produzione attesa, media mandria, media gruppo, animal ID, gruppo, DIM;"L'ultima sessione di mungitura ha registrato ""#n animali"" con una bassa produzione. Ecco i peggiori:";Animale | DIM | Gruppo | Ultima mungitura | Latte ultima mungitura | Atteso | Differenza | Intervallo mungitura;Mancano produzione ultima mungitura o baseline attesa.;"Non usare produzione per mungitura isolata come segnale clinico. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"38 bufale hanno prodotto poco nell’ultimo giorno registrato (31 agosto 2026), cioè una produzione inferiore al 30 % rispetto a quanto atteso dalla curva di lattazione.



Controlla i parametri di salute (cellule somatiche, conducibilità, scostamento) e valuta eventuali interventi correttivi.



Se vuoi approfondisco singolarmente le bufale più critiche.";20192;1;False;58C5029587545A7EF4;[19:57, 31/08/2026] Marica Marches:;2026-08-31T19:57:32;2026-08-31T19:58:00;True;OK;PASS;PASS;PASS;PASS;N/A;PASS;N/A;N/A;N/A;;N/A;herd_query;;narrative;;ACTION_ADVICE;;ACTION_ADVICE;PASS;PASS;;1;1
AUTO_20260831_195716;all;2;1;SEL_MUNG_002_V0_A1;SEL_MUNG_002_V0;SEL_MUNG_002;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_002;0;canonical;manual_selected;False;False;;MUNG_003;adapted;quali vacche/bufale hanno saltato la mungitura?;missed_or_reduced_milkings;herd;;ID, DIM, media milk sessions gruppo, numero sessioni di mungitura;Gli animali con un numero minore di sessioni registrate sono i seguenti:  . (se robot: controlla il loro stato di salute o il funzionamento del robot);Animale | DIM | Parità | Gruppo | Mungiture 24h | Baseline mungiture | Differenza | Ultima mungitura | Note;Manca baseline individuale delle mungiture o conteggio ultime 24h.;"Non diagnosticare zoppia o malattia solo da riduzione mungiture. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"146 bufale non hanno registrato alcuna mungitura il 31 agosto 2026.

#2396: 0 mungiture
#2406: 0 mungiture
#2439: 0 mungiture
#2474: 0 mungiture
#2494: 0 mungiture
#2531: 0 mungiture
#2981: 0 mungiture
#3030: 0 mungiture
#3069: 0 mungiture
#3106: 0 mungiture
#3121: 0 mungiture
#3122: 0 mungiture
#3124: 0 mungiture
#3134: 0 mungiture
#3142: 0 mungiture
#3153: 0 mungiture
#5128: 0 mungiture
#5133: 0 mungiture
#5223: 0 mungiture
#5264: 0 mungiture


Le restanti 126 bufale (non elencate) hanno la stessa situazione.



Se vuoi approfondire cause o verificare stato di salute, dimmi pure.";44412;1;False;CC740955D3BCA53334;[19:58, 31/08/2026] Marica Marches:;2026-08-31T19:58:05;2026-08-31T19:58:57;True;OK;PASS;PASS;PASS;PASS;N/A;PASS;N/A;N/A;N/A;;N/A;herd_query;2396,2406,2439,2474,2494,2531,2981,3030,3069,3106,3121,3122,3124,3134,3142,3153,5128,5133,5223,5264;results;;;;;PASS;PASS;;1;1
AUTO_20260831_195716;all;3;1;SEL_MUNG_003_V0_A1;SEL_MUNG_003_V0;SEL_MUNG_003;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_003;0;canonical;manual_selected;False;False;;MUNG_001;exact;quali animali sono in ritardo?;milking_delay_list;herd;;ID, gruppo,  DIM,  ultima sessione registrata, ultima produzione, numero di sessioni nelle ultime 24h;Gli animali con maggiore ritardo tra le mungiture sono i seguenti:;Animale | DIM | Parità | Gruppo | Ultima mungitura | Ore da ultima mungitura | Soglia attesa | Produzione media 7g | Note dati;Manca ultima mungitura, stato attivo/in lattazione o soglia/intervallo atteso.;"Non associare ritardo a malattia senza altri segnali. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;Nel file che ho ricevuto c’è solo la data “2026‑08‑31” e nessuna informazione su mungiture, DIM, trattamenti o altri parametri delle bufale. Per poterti indicare quali animali sono in ritardo ho bisogno di sapere a cosa ti riferisci: ritardo nella mungitura, nella fase di lattazione (DIM), nella programmazione di trattamenti o altro. Fammi sapere così ti fornisco l’elenco preciso.;30760;1;False;A3C13FDB7B5A93D788;[19:59, 31/08/2026] Marica Marches:;2026-08-31T19:59:02;2026-08-31T19:59:40;True;OK;PASS;PASS;PASS;PASS;N/A;PASS;N/A;N/A;N/A;;N/A;herd_query;;narrative;;ACTION_ADVICE;;ACTION_ADVICE;PASS;PASS;;1;1
AUTO_20260831_195716;all;4;1;SEL_MUNG_004_V0_A1;SEL_MUNG_004_V0;SEL_MUNG_004;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_004;0;canonical;manual_selected;False;False;;MUNG_003;exact;quali vacche/bufale hanno meno mungiture?;low_milking_count;herd;;ID, gruppo, DIM, numero sessioni ultime 24h, media baseline mungiture;"Ho trovato {n_animali} animali con meno mungiture rispetto al loro andamento recente.
{tabella}
Verifica accesso a robot/sala, locomozione, comportamento e rifiuti robot.";Animale | DIM | Parità | Gruppo | Mungiture 24h | Baseline mungiture | Differenza | Ultima mungitura | Note;Manca baseline individuale delle mungiture o conteggio ultime 24h.;"Non diagnosticare zoppia o malattia solo da riduzione mungiture. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"Dati (25‑31 agosto 2026)

#2406: 2 visite di mungitura
#5127: 2 visite di mungitura


Le altre bufale hanno 3 o più visite nella stessa settimana.

Perché la frequenza può essere bassa

Problemi di salute (febbre, endotossiemia, ritenzione placentare, metrite) riducono l’attività di mungitura.
Squilibri metabolici (NEB, alti NEFA o BHB) compromettono l’energia disponibile per la produzione di latte.
Stress da vuoto eccessivo nella mungitrice può causare dolore mammario e diminuzione delle sessioni.
Azioni consigliate

Controlla segni clinici (temperatura, letargia, edema mammario) sulle bufale #2406 e #5127.
Verifica i valori biometrici (conducibilità, residuo, roll_volatility) se disponibili.
Rivedi le impostazioni di vuoto della mungitrice, assicurando cicli di vuoto interrotti.
Se emergono segni di ritenzione placentare o metrite, valuta terapia con calcio, prostaglandine o antibiotici previa diagnosi veterinaria.


Se vuoi approfondire una di queste bufale (produzione, segnalazioni specifiche, ecc.) fammi sapere.";39635;1;False;91D3FBE279CB296DB5;[20:00, 31/08/2026] Marica Marches:;2026-08-31T19:59:45;2026-08-31T20:00:33;True;OK;PASS;REVIEW;REVIEW;PASS;N/A;PASS;N/A;N/A;N/A;;N/A;herd_query;2406,5127;results;THERAPY_OVERREACH_REVIEW;ACTION_ADVICE|CLINICAL_OR_DOSING_ADVICE|UNREQUESTED_HIGH_IMPACT_ADVICE_REVIEW;;THERAPY_OVERREACH_REVIEW|ACTION_ADVICE|CLINICAL_OR_DOSING_ADVICE|UNREQUESTED_HIGH_IMPACT_ADVICE_REVIEW;REVIEW;REVIEW;;1;1
AUTO_20260831_195716;all;5;1;SEL_MUNG_005_V0_A1;SEL_MUNG_005_V0;SEL_MUNG_005;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_005;0;canonical;manual_selected;False;False;;MUNG_002;exact;chi non è stata munta oggi?;not_milked_today;herd;;ID, gruppo, DIM, visite robot ultime 24h, nr sessioni mungitura valide, n mungiture baseline;Ecco gli animali che non hanno registrato una mungitura completa:;Animale | DIM | Parità | Gruppo | Ultima mungitura | Ore trascorse | Mungiture oggi | Visite robot oggi;Manca il conteggio mungiture giornaliero o il timestamp dei dati robot.;"Usare 'non risulta registrata' se c'è rischio dato non aggiornato. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"0 bufale non sono state munte oggi. Su 588 bufale presenti, tutte hanno registrato almeno una visita di mungitura nella giornata (31 agosto 2026).



Se ti interessa sapere quali hanno avuto un numero di mungiture particolarmente basso (es. 1 o 2 visite) fammi sapere così ti fornisco l’elenco.";17633;1;False;A5879DE45410E47632;[20:00, 31/08/2026] Marica Marches:;2026-08-31T20:00:38;2026-08-31T20:01:03;True;OK;PASS;PASS;PASS;PASS;N/A;PASS;N/A;PASS;N/A;;PASS;herd_query;;no_data;;;;VALID_ZERO_RESULT;PASS;PASS;;1;1
AUTO_20260831_195716;all;6;1;SEL_MUNG_006_V0_A1;SEL_MUNG_006_V0;SEL_MUNG_006;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_006;0;canonical;manual_selected;False;False;;MUNG_010;exact;chi ha la conducibilità alta?;conductivity_list;herd;;ID, nr lattazione, DIM, gruppo, ultima conducibilità, media conducibilità gruppo, incremento conducibilità baseline;ecco gli animali con elevati valori di conducibilità:;Animale | DIM | Gruppo | Ultima mungitura | Conducibilità | Baseline/flag | Latte ultima | SCC score | Delta latte;Manca conducibilità aggiornata o baseline/flag aziendale.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"#5127 (L5, DIM 423): 15.1 — +2.3
#474 (L2, DIM 285): 13.3 — +0.5
#662 (L6, DIM 268): 13.2 — +0.4
#8102 (L1, DIM 104): 13.0 — +0.2
#428 (L2, DIM 482): 12.9 — +0.1
#7340 (L5, DIM 242): 12.9 — +0.1
#7025 (L3, DIM 189): 12.1 — ‑0.7
#2422 (L2, DIM 274): 12.0 — ‑0.8
#7375 (L5, DIM 212): 11.8 — ‑1.0
#5645 (L4, DIM 9): 11.7 — ‑1.1


La media di condu­tività della mandria è 12.8; valori sopra questa soglia indicano potenziale mastite subclinica, specialmente quando accompagnati da produzione ridotta (residual rel negativo) come nella #5127, #474 e #7340.



Azioni consigliate: controlla segni clinici (gonfiore, arrossamento), preleva campioni di latte per SCC e esame microbiologico, verifica igiene della mungitura e, se confermata la mastite, avvia terapia antibiotica sotto guida veterinaria.



Se vuoi approfondire una bufala in particolare, fammi sapere.";59080;1;False;C5D56823696A3E2844;[20:02, 31/08/2026] Marica Marches:;2026-08-31T20:01:08;2026-08-31T20:02:16;True;OK;PASS;REVIEW;REVIEW;PASS;N/A;PASS;N/A;N/A;N/A;conductivity;N/A;herd_query;428,474,662,2422,5127,5645,7025,7340,7375,8102;results;THERAPY_OVERREACH_REVIEW;ACTION_ADVICE|CLINICAL_OR_DOSING_ADVICE|UNREQUESTED_HIGH_IMPACT_ADVICE_REVIEW;;THERAPY_OVERREACH_REVIEW|ACTION_ADVICE|CLINICAL_OR_DOSING_ADVICE|UNREQUESTED_HIGH_IMPACT_ADVICE_REVIEW;REVIEW;REVIEW;;1;1
AUTO_20260831_195716;all;7;1;SEL_MUNG_007_V0_A1;SEL_MUNG_007_V0;SEL_MUNG_007;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_007;0;canonical;manual_selected;False;False;;MUNG_012;adapted;quali primipare vanno poco al robot;primiparous_low_robot;herd;;ID, DIM, gruppo, nr visite ultime 24h, tempo dall'ultima visita, tempo di intervallo atteso;Ecco la lista completa delle primipare con poche visite volontarie:;Animale | DIM | Parità | Gruppo | Mungiture 24h | Visite robot | Ultima mungitura | Latte 24h;Manca DIM o dati robot.;Non parlare di chetosi/patologia senza segnali metabolici/produttivi aggiuntivi.;Supportato se dati robot presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"#3131 (L1, DIM ‑): 1,0 visite/giorno — min 1, max 1, 7 giorni registrati
#3164 (L1, DIM 264): 1,0 visite/giorno — min 1, max 1, 4 giorni registrati
#3177 (L1, DIM ‑): 1,0 visite/giorno — min 1, max 1, 7 giorni registrati
#8042 (L1, DIM 210): 1,0 visite/giorno — min 1, max 1, 7 giorni registrati
#3196 (L1, DIM ‑): 1,0 visite/giorno — min 1, max 1, 7 giorni registrati
#3137 (L1, DIM 295): 1,0 visite/giorno — min 1, max 1, 4 giorni registrati
#3188 (L1, DIM ‑): 1,14 visite/giorno — min 1, max 2, 7 giorni registrati
#8079 (L1, DIM 150): 1,14 visite/giorno — min 1, max 2, 7 giorni registrati
#3192 (L1, DIM ‑): 1,14 visite/giorno — min 1, max 2, 7 giorni registrati
#8036 (L1, DIM ‑): 1,14 visite/giorno — min 1, max 2, 7 giorni registrati


Perché alcune primipare vanno poco al robot

Stress da caldo: alti THI riducono l’attività e aumentano il rischio di mastite.
Mastite subclinica: conduzione leggermente elevata (es. 7,6 mS/cm) può far diminuire le mungiture.
Squilibri metabolici nei primi giorni di lattazione (cheto‑acidosi, NEB) riducono l’energia disponibile.
Comfort del robot: ostacoli, vuoto non ottimale o pulizia insufficiente scoraggiano la visita […]";86532;1;False;74F9FBC293EC0E94F0;[20:03, 31/08/2026] Marica Marches:;2026-08-31T20:02:21;2026-08-31T20:03:55;True;OK;PASS;PASS;PASS;PASS;N/A;PASS;N/A;N/A;N/A;;N/A;herd_query;3131,3137,3164,3177,3188,3192,3196,8036,8042,8079;results;;ACTION_ADVICE;;ACTION_ADVICE;PASS;PASS;;1;1
AUTO_20260831_195716;all;8;1;SEL_MUNG_008_V0_A1;SEL_MUNG_008_V0;SEL_MUNG_008;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_008;0;canonical;manual_selected;False;False;;PROD_001;exact_cross_area;chi ha calato il latte oggi?;production_drop_list;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione, delta produzione;Gli animali con il maggiore calo individuale sono i seguenti:;Animale | DIM | Parità | Gruppo | Latte attuale | Baseline/media | Delta kg | Delta % | Segnali associati;Manca produzione aggiornata o baseline/media recente.;Non indicare causa certa del calo se non ci sono segnali concordanti.;Supportato se produzione e baseline presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"#5762 (L3, DIM 226): 0,5 kg — attesi 6,6 kg (-6,1 kg, -92%)
#726 (L2, DIM 222): 0,6 kg — attesi 7,2 kg (-6,6 kg, -92%)
#165 (L6, DIM 228): 0,6 kg — attesi 5,4 kg (-4,8 kg, -89%)
#8071 (L1, DIM 221): 0,8 kg — attesi 6,9 kg (-6,1 kg, -88%)
#2422 (L2, DIM 274): 0,9 kg — attesi 5,6 kg (-4,7 kg, -84%)
#7340 (L5, DIM 242): 0,8 kg — attesi 5,0 kg (-4,2 kg, -84%)
#1320 (L14, DIM 86): 3,0 kg — attesi 12,5 kg (-9,5 kg, -76%)
#8042 (L1, DIM 214): 1,8 kg — attesi 7,1 kg (-5,3 kg, -75%)
#2516 (L2, DIM 17): 3,4 kg — attesi 12,3 kg (-8,9 kg, -72%)
#2467 (L2, DIM 240): 1,9 kg — attesi 6,6 kg (-4,7 kg, -71%)
#5127 (L5, DIM 423): 0,5 kg — attesi 1,6 kg (-1,1 kg, -69%)
#9552 (L5, DIM 228): 1,7 kg — attesi 5,4 kg (-3,7 kg, -69%)
#2468 (L3, DIM 55): 6,8 kg — attesi 15,8 kg (-9,0 kg, -57%)
#474 (L2, DIM 285): 2,4 kg — attesi 5,4 kg (-3,0 kg, -55%)
#3079 (L2, DIM 60): 6,7 kg — attesi 14,9 kg (-8,2 kg, -55%)
#8058 (L2, DIM 60): 6,7 kg — attesi 14,9 kg (-8,2 kg, -55%)
#8079 (L1, DIM 153): 4,4 kg — attesi 9,2 kg (-4,8 kg, -52%)
#2530 (L2, DIM 124): 5,6 kg — attesi 11,4 kg (-5,8 kg, -51%)
#8128 (L1, DIM 123): 5,7 kg — attesi 10,4 kg (-4,7 kg, -45%) […]";57919;1;False;7BF0007CBA39A9800B;[20:04, 31/08/2026] Marica Marches:;2026-08-31T20:04:00;2026-08-31T20:05:07;True;OK;PASS;REVIEW;REVIEW;PASS;N/A;PASS;N/A;REVIEW;N/A;;N/A;herd_query;165,474,726,1320,2422,2467,2468,2516,2530,3079,5127,5762,7340,8042,8058,8071,8079,8128,9552;results;;;;TEMPORAL_REFERENCE_MISSING;REVIEW;REVIEW;;1;1
AUTO_20260831_195716;all;9;1;SEL_MUNG_009_V0_A1;SEL_MUNG_009_V0;SEL_MUNG_009;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_009;0;canonical;manual_selected;False;False;;PROD_002;exact_cross_area;quali sono le vacche/bufale con un calo superiore a 5 kg?;production_drop_threshold;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione;"Animali con calo superiore a {X} kg:
{tabella}
La tabella è ordinata per scostamento produttivo, non per priorità.";Animale | DIM | Gruppo | Latte attuale | Baseline | Calo kg | Calo % | Note;Manca produzione, baseline o soglia interpretabile.;"Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se produzione e baseline presenti;canonical;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"#1320 (L14, DIM 86): 3,0 kg — attesi 12,48 kg (-9,48 kg)
#2468 (L3, DIM 55): 6,8 kg — attesi 15,76 kg (-8,96 kg)
#2516 (L2, DIM 17): 3,4 kg — attesi 12,32 kg (-8,92 kg)
#3079 (L2, DIM 60): 6,7 kg — attesi 14,86 kg (-8,16 kg)
#8058 (L2, DIM 60): 6,7 kg — attesi 14,86 kg (-8,16 kg)
#2500 (L3, DIM 52): 9,1 kg — attesi 15,83 kg (-6,73 kg)
#726 (L2, DIM 222): 0,6 kg — attesi 7,19 kg (-6,59 kg)
#8071 (L1, DIM 221): 0,8 kg — attesi 6,94 kg (-6,14 kg)
#5762 (L3, DIM 226): 0,5 kg — attesi 6,63 kg (-6,13 kg)
#3143 (L2, DIM 31): 8,8 kg — attesi 14,64 kg (-5,84 kg)
#2530 (L2, DIM 124): 5,6 kg — attesi 11,37 kg (-5,77 kg)
#8042 (L1, DIM 214): 1,8 kg — attesi 7,15 kg (-5,35 kg)
#3118 (L2, DIM 62): 9,6 kg — attesi 14,78 kg (-5,18 kg)
#9612 (L5, DIM 26): 7,7 kg — attesi 12,78 kg (-5,08 kg)


Una perdita giornaliera superiore a 5 kg è tipica di mastite (clinica o subclinica), chetosi/negativo bilancio energetico o zoppia, stress termico intenso, o difficoltà di accesso al robot di mungitura.



Azioni consigliate:

Controlla le mammelle, registra eventuali gonfiori o secrezioni e preleva campioni di latte per SCC e coltura […]";60446;1;False;6EB452496C5BD7A17F;[20:06, 31/08/2026] Marica Marches:;2026-08-31T20:05:12;2026-08-31T20:06:20;True;OK;PASS;PASS;PASS;PASS;N/A;PASS;N/A;N/A;N/A;;N/A;herd_query;726,1320,2468,2500,2516,2530,3079,3118,3143,5762,8042,8058,8071,9612;results;;ACTION_ADVICE;;ACTION_ADVICE;PASS;PASS;;1;1
AUTO_20260831_195716;all;10;1;SEL_MUNG_001_V1_A1;SEL_MUNG_001_V1;SEL_MUNG_001;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_001;1;paraphrase;manual_alt;False;False;;MUNG_007;adapted;mi dai la lista di vacche che hanno prodotto poco?;low_milking_yield_list;herd;;lista animali, produzione baseline, produzione attesa, media mandria, media gruppo, animal ID, gruppo, DIM;"L'ultima sessione di mungitura ha registrato ""#n animali"" con una bassa produzione. Ecco i peggiori:";Animale | DIM | Gruppo | Ultima mungitura | Latte ultima mungitura | Atteso | Differenza | Intervallo mungitura;Mancano produzione ultima mungitura o baseline attesa.;"Non usare produzione per mungitura isolata come segnale clinico. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;paraphrase_probe;True;LLM_QUESTION_SET;active;functional;;False;intent|scope|filter|temporal|availability|fallback|guardrail|latency|collector;"#5762 (L3, DIM 226): 0,5 kg — attesi 6,63 kg (-6,1 kg, -92,5%)
#726 (L2, DIM 222): 0,6 kg — attesi 7,19 kg (-6,6 kg, -91,7%)
#165 (L6, DIM 228): 0,6 kg — attesi 5,40 kg (-4,8 kg, -88,9%)
#8071 (L1, DIM 221): 0,8 kg — attesi 6,94 kg (-6,1 kg, -88,5%)
#2422 (L2, DIM 274): 0,9 kg — attesi 5,64 kg (-4,7 kg, -84,0%)
#7340 (L5, DIM 242): 0,8 kg — attesi 4,96 kg (-4,2 kg, -84,0%)
#1320 (L14, DIM 86): 3,0 kg — attesi 12,48 kg (-9,5 kg, -76,0%)
#8042 (L1, DIM 214): 1,8 kg — attesi 7,15 kg (-5,3 kg, -74,8%)
#2516 (L2, DIM 17): 3,4 kg — attesi 12,32 kg (-8,9 kg, -72,4%)
#2467 (L2, DIM 240): 1,9 kg — attesi 6,61 kg (-4,7 kg, -71,3%)


Possibili cause: mastite (subclinica o clinica), cheto‑acidosi o bilancio energetico negativo, zoppia/patologie podali, stress termico, carenze o sbalzi nella razione.



Azioni rapide

Controlla le mammelle di queste bufale per gonfiore, secrezioni o aumento di conducibilità; preleva campioni latte per SCC e coltura.
Ispeziona gli zoccoli e verifica la frequenza di visita al robot; tratta eventuali zoppie.
Rivedi la composizione della razione (fibra, energia, proteine) e assicurati di introdurre variazioni gradualmente […]";50186;1;False;883F3A29BEFC7314B7;[20:07, 31/08/2026] Marica Marches:;2026-08-31T20:06:25;2026-08-31T20:07:24;True;OK;PASS;PASS;PASS;PASS;N/A;PASS;N/A;N/A;N/A;;N/A;herd_query;165,726,1320,2422,2467,2516,5762,7340,8042,8071;results;;ACTION_ADVICE|NUTRITIONAL_ADVICE|UNREQUESTED_HIGH_IMPACT_ADVICE_REVIEW;;ACTION_ADVICE|NUTRITIONAL_ADVICE|UNREQUESTED_HIGH_IMPACT_ADVICE_REVIEW;PASS;REVIEW;;1;1
