run_id;run_mode;sequence_no;test_id;case_id;area;suite_type;scenario;scenario_turn;block;variant_index;variant_type;variant_source;previously_executed;prior_validated;prior_result;source_case_id;source_mapping;question;evaluation_profile;expected_scope;expected_animal;input_data;expected_behavior;expected_fields;fallback;guardrail;support_current;probe_type;response;latency_ms;message_count;response_truncated;message_ids;whatsapp_metadata;send_system_timestamp;system_timestamp;collector_success;collector_note;collector_status;semantic_status;scope_status;animal_status;detected_scope;detected_animals;response_class;primary_kg;guardrail_flags;overall_status;error_flags
AUTO_20260831_130203;smoke;1;SEL_MUNG_001_V0;SEL_MUNG_001;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_001;0;canonical;manual_selected;False;False;;MUNG_007;adapted;quante vacche/bufale hanno prodotto poco?;low_milking_yield_list;herd;;lista animali, produzione baseline, produzione attesa, media mandria, media gruppo, animal ID, gruppo, DIM;"L'ultima sessione di mungitura ha registrato ""#n animali"" con una bassa produzione. Ecco i peggiori:";Animale | DIM | Gruppo | Ultima mungitura | Latte ultima mungitura | Atteso | Differenza | Intervallo mungitura;Mancano produzione ultima mungitura o baseline attesa.;"Non usare produzione per mungitura isolata come segnale clinico. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"392 bufale hanno una produzione inferiore di almeno 20 % rispetto al valore atteso nella giornata più recente.

Su 443 bufale per le quali sono disponibili dati, ciò equivale a circa 88 % della mandria.



Le cause più frequenti di produzione ridotta sono mastite, stress termico, deficit energetico (chetosi), problemi podali, frequenza di mungitura non adeguata o nutrizione carente.



Azioni consigliate:

Verificare la conduttività e, se disponibile, le SCC per individuare eventuali infezioni mammarie; prelevare campioni di latte e trattare secondo le indicazioni veterinarie.
Controllare il THI (indice di calore) e garantire ombra, ventilazione e acqua fresca.
Assicurare una razione bilanciata, con energia, proteine, vitamine A/E e selenio adeguati al DIM e alla parità.
Mantenere la frequenza di mungitura consigliata per la fase di lattazione (3‑4 volte/giorno in early lactation, 2‑3 volte in late lactation).
Esaminare i piedi per segni di zoppia e migliorare la pulizia e la morbidezza della cuccia.


Se vuoi approfondire le singole bufale più a rischio, dimmi pure.";67419;1;False;2425B8FAB3EEC7D696;[13:03, 31/08/2026] Marica Marches: ;2026-08-31T13:02:22;2026-08-31T13:03:38;True;OK;PASS;PASS;PASS;N/A;herd_query;392;results;;;PASS;
AUTO_20260831_130203;smoke;2;SEL_MUNG_002_V0;SEL_MUNG_002;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_002;0;canonical;manual_selected;False;False;;MUNG_003;adapted;quali vacche/bufale hanno saltato la mungitura?;missed_or_reduced_milkings;herd;;ID, DIM, media milk sessions gruppo, numero sessioni di mungitura;Gli animali con un numero minore di sessioni registrate sono i seguenti:  . (se robot: controlla il loro stato di salute o il funzionamento del robot);Animale | DIM | Parità | Gruppo | Mungiture 24h | Baseline mungiture | Differenza | Ultima mungitura | Note;Manca baseline individuale delle mungiture o conteggio ultime 24h.;"Non diagnosticare zoppia o malattia solo da riduzione mungiture. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"145 bufale non hanno registrato mungitura per 30‑08‑2026


Esempio di alcune bufale mancanti (primo estratto):

#2396
#2406
#2439
#2494
#2531
#2981
#3030
#3069
#3106
#3121
#3122
#3124
#3134
#3142
#3153
#5128
#5133
#5223
#5264
#5274 … (la lista completa comprende 145 capi)


Controlla se queste bufale sono in asciuttezza, in fase di transizione (post‑/pre‑parto) o se vi sono problemi di sensori/registrazione.



Se vuoi approfondire singole bufale (stato di salute, ultimi segnali di triage o eventuali gap), fammi sapere.";38611;1;False;C70E3A1C57E22A6FA6;[13:04, 31/08/2026] Marica Marches: ;2026-08-31T13:03:43;2026-08-31T13:04:29;True;OK;PASS;REVIEW;PASS;N/A;herd_query;145,2396,2406,2439,2494,2531,2981,3030,3069,3106,3121,3122,3124,3134,3142,3153,5128,5133,5223,5264,5274;results;;;REVIEW;
AUTO_20260831_130203;smoke;3;SEL_MUNG_003_V0;SEL_MUNG_003;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_003;0;canonical;manual_selected;False;False;;MUNG_001;exact;quali animali sono in ritardo?;milking_delay_list;herd;;ID, gruppo,  DIM,  ultima sessione registrata, ultima produzione, numero di sessioni nelle ultime 24h;Gli animali con maggiore ritardo tra le mungiture sono i seguenti:;Animale | DIM | Parità | Gruppo | Ultima mungitura | Ore da ultima mungitura | Soglia attesa | Produzione media 7g | Note dati;Manca ultima mungitura, stato attivo/in lattazione o soglia/intervallo atteso.;"Non associare ritardo a malattia senza altri segnali. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"#6946 (L3, DIM241):0,2kg—6,1kg(-96,7%)
#5659 (L3, DIM207):0,5kg—7,4kg(-93,2%)
#5762 (L3, DIM226):0,5kg—6,6kg(-92,5%)
#726 (L2, DIM222):0,6kg—7,2kg(-91,6%)
#2474 (L7, DIM275):0,4kg—4,0kg(-90,1%)
#165 (L6, DIM228):0,6kg—5,4kg(-88,9%)
#2491 (L2, DIM279):0,7kg—5,5kg(-87,3%)
#2516 (L2, DIM17):1,8kg—12,3kg(-85,4%)
#2422 (L2, DIM274):0,9kg—5,6kg(-84,0%)
#7340 (L5, DIM242):0,8kg—5,0kg(-83,9%)
#2468 (L3, DIM55):2,6kg—15,8kg(-83,5%)
#1320 (L14, DIM86):3,0kg—12,5kg(-75,9%)
#2543 (L2, DIM144):2,5kg—10,4kg(-75,9%)
#8042 (L1, DIM214):1,8kg—7,1kg(-74,8%)
#8058 (L2, DIM60):3,9kg—14,9kg(-73,8%)
#2479 (L3, DIM214):2,0kg—7,1kg(-71,7%)
#2467 (L2, DIM240):1,9kg—6,6kg(-71,2%)
#5127 (L5, DIM423):0,5kg—1,6kg(-69,3%)
#8148 (L1, DIM90):3,6kg—11,6kg(-68,9%)
#9552 (L5, DIM228):1,7kg—5,4kg(-68,5%)


Tutte queste 20 bufale mostrano una produzione molto inferiore al previsto (residual ≤ ‑0,68), segno di ritardo produttivo. Le cause più comuni sono mastite, chetosi o deficit energetico, stress termico, problemi podali e gestione inadeguata della mungitura […]";123123;1;False;5FF339B993741EB06C;[13:06, 31/08/2026] Marica Marches: ;2026-08-31T13:04:34;2026-08-31T13:06:45;True;OK;PASS;PASS;PASS;N/A;herd_query;165,726,1320,2422,2467,2468,2474,2479,2491,2516,2543,5127,5659,5762,6946,7340,8042,8058,8148,9552;results;;;PASS;
AUTO_20260831_130203;smoke;4;SEL_MUNG_004_V0;SEL_MUNG_004;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_004;0;canonical;manual_selected;False;False;;MUNG_003;exact;quali vacche/bufale hanno meno mungiture?;low_milking_count;herd;;ID, gruppo, DIM, numero sessioni ultime 24h, media baseline mungiture;"Ho trovato {n_animali} animali con meno mungiture rispetto al loro andamento recente.
{tabella}
Verifica accesso a robot/sala, locomozione, comportamento e rifiuti robot.";Animale | DIM | Parità | Gruppo | Mungiture 24h | Baseline mungiture | Differenza | Ultima mungitura | Note;Manca baseline individuale delle mungiture o conteggio ultime 24h.;"Non diagnosticare zoppia o malattia solo da riduzione mungiture. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"#6946 (L3, DIM 241): 1 mungitura — pari alla media
#5659 (L3, DIM 207): 1 mungitura — pari alla media
#5762 (L3, DIM 226): 1 mungitura — pari alla media
#726 (L2, DIM 222): 1 mungitura — pari alla media
#2474 (L7, DIM 275): 1 mungitura — pari alla media
#165 (L6, DIM 228): 1 mungitura — pari alla media
#2491 (L2, DIM 279): 1 mungitura — pari alla media
#2516 (L2, DIM 17): 1 mungitura — pari alla media
#2422 (L2, DIM 274): 1 mungitura — pari alla media
#7340 (L5, DIM 242): 1 mungitura — pari alla media
#2468 (L3, DIM 55): 1 mungitura — pari alla media
#1320 (L14, DIM 86): 1 mungitura — pari alla media
#2543 (L2, DIM 144): 1 mungitura — pari alla media
#8042 (L1, DIM 214): 1 mungitura — pari alla media
#8058 (L2, DIM 60): 1 mungitura — pari alla media
#2479 (L3, DIM 214): 1 mungitura — pari alla media
#2467 (L2, DIM 240): 1 mungitura — pari alla media
#5127 (L5, DIM 423): 1 mungitura — pari alla media
#8148 (L1, DIM 90): 1 mungitura — pari alla media
#9552 (L5, DIM 228): 1 mungitura — pari alla media […]";80815;1;False;5159F3BED82B22F6DA;[13:08, 31/08/2026] Marica Marches: ;2026-08-31T13:06:50;2026-08-31T13:08:20;True;OK;PASS;PASS;PASS;N/A;herd_query;165,726,1320,2422,2467,2468,2474,2479,2491,2516,2543,5127,5659,5762,6946,7340,8042,8058,8148,9552;results;;;PASS;
AUTO_20260831_130203;smoke;5;SEL_MUNG_005_V0;SEL_MUNG_005;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_005;0;canonical;manual_selected;False;False;;MUNG_002;exact;chi non è stata munta oggi?;not_milked_today;herd;;ID, gruppo, DIM, visite robot ultime 24h, nr sessioni mungitura valide, n mungiture baseline;Ecco gli animali che non hanno registrato una mungitura completa:;Animale | DIM | Parità | Gruppo | Ultima mungitura | Ore trascorse | Mungiture oggi | Visite robot oggi;Manca il conteggio mungiture giornaliero o il timestamp dei dati robot.;"Usare 'non risulta registrata' se c'è rischio dato non aggiornato. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"Al momento non disponiamo di dati di mungitura per la data odierna 2026‑08‑31.

Il registro “animal_day” non contiene righe con milking_visits_count per il 31 agosto, né indicazioni di “0” visite.



Dai dati disponibili abbiamo 588 bufale in mandria (elenco di 200 numeri mostrato), ma senza le informazioni sulle sessioni di mungitura non è possibile stabilire quali non siano state munte oggi.



Quando verranno caricati i dati di mungitura di oggi potrò fornirti l’elenco preciso delle bufale non munte.



Se ti serve un riepilogo per un giorno precedente (es. 2026‑08‑30) o per un intervallo, fammi sapere.";58219;1;False;42219E64489A0EE596;[13:09, 31/08/2026] Marica Marches: ;2026-08-31T13:08:25;2026-08-31T13:09:30;True;OK;PASS;PASS;PASS;N/A;herd;;narrative;;;PASS;
AUTO_20260831_130203;smoke;6;SEL_MUNG_006_V0;SEL_MUNG_006;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_006;0;canonical;manual_selected;False;False;;MUNG_010;exact;chi ha la conducibilità alta?;conductivity_list;herd;;ID, nr lattazione, DIM, gruppo, ultima conducibilità, media conducibilità gruppo, incremento conducibilità baseline;ecco gli animali con elevati valori di conducibilità:;Animale | DIM | Gruppo | Ultima mungitura | Conducibilità | Baseline/flag | Latte ultima | SCC score | Delta latte;Manca conducibilità aggiornata o baseline/flag aziendale.;"Non formulare diagnosi certa e non prescrivere terapie; usare 'segnale compatibile/da verificare'. Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se dati robot presenti;canonical;"#2474 (L7, DIM 275): 17.3 — +5.0 rispetto alla media (12.3)
#5127 (L5, DIM 423): 15.1 — +2.8 rispetto alla media (12.3)
#8102 (L1, DIM 104): 13.7 — +1.4 rispetto alla media (12.3)
#474 (L2, DIM 285): 13.3 — +1.0 rispetto alla media (12.3)
#662 (L6, DIM 268): 13.2 — +0.9 rispetto alla media (12.3)
#428 (L2, DIM 482): 12.9 — +0.6 rispetto alla media (12.3)
#7340 (L5, DIM 242): 12.9 — +0.6 rispetto alla media (12.3)


Conducibilità elevata è un segnale precoce di mastite subclinica: gli ioni (sodio, potassio) aumentano prima che la conta delle cellule somatiche salga o che la produzione diminuisca. Le bufale sopra elencate meritano un controllo immediato dell’udero, prelievo di latte per SCC e coltura, verifica della pulizia del capezzolo e del corretto funzionamento del sistema di mungitura. Se la conducibilità rimane alta nei giorni successivi, valuta terapia antibiotica intramammaria in accordo con il veterinario.



Se vuoi approfondire una di queste bufale in particolare, fammi sapere.";84980;1;False;824BE900F4B10D20CF;[13:11, 31/08/2026] Marica Marches: ;2026-08-31T13:09:35;2026-08-31T13:11:09;True;OK;PASS;PASS;PASS;N/A;herd_query;428,474,662,2474,5127,7340,8102;results;;THERAPY_OVERREACH_REVIEW;REVIEW;
AUTO_20260831_130203;smoke;7;SEL_MUNG_007_V0;SEL_MUNG_007;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_007;0;canonical;manual_selected;False;False;;MUNG_012;adapted;quali primipare vanno poco al robot;primiparous_low_robot;herd;;ID, DIM, gruppo, nr visite ultime 24h, tempo dall'ultima visita, tempo di intervallo atteso;Ecco la lista completa delle primipare con poche visite volontarie:;Animale | DIM | Parità | Gruppo | Mungiture 24h | Visite robot | Ultima mungitura | Latte 24h;Manca DIM o dati robot.;Non parlare di chetosi/patologia senza segnali metabolici/produttivi aggiuntivi.;Supportato se dati robot presenti;canonical;"#8316 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3131 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3124 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3164 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#8042 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3196 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3177 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)
#3137 (P1): 1,0 visita/giorno — media gruppo 1,13 (‑0,13)


Le primipare sopra hanno la più bassa frequenza di passaggi al robot negli ultimi 7 giorni. Una visita media di 1,0 al giorno può indicare difficoltà o disagi: possibile mastite subclinica, dolore all’udero o podale, stress da calore, problemi di riconoscimento al robot o condizioni metaboliche (cheto‑si, ipocalcemia).



Azioni consigliate:

Controllare la conducibilità del latte e, se alta, prelevare campione per SCC.
Osservare il comportamento al robot (tempo di permanenza, tentativi di ingresso).
Verificare i log del robot per errori di riconoscimento o porte bloccate.
Valutare rapidamente la podologia per eventuali zoppie o lesioni […]";76929;1;False;C374F112BB0C5AABE3;[13:12, 31/08/2026] Marica Marches: ;2026-08-31T13:11:14;2026-08-31T13:12:39;True;OK;PASS;PASS;PASS;N/A;herd_query;3124,3131,3137,3164,3177,3196,8042,8316;results;;;PASS;
AUTO_20260831_130203;smoke;8;SEL_MUNG_008_V0;SEL_MUNG_008;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_008;0;canonical;manual_selected;False;False;;PROD_001;exact_cross_area;chi ha calato il latte oggi?;production_drop_list;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione, delta produzione;Gli animali con il maggiore calo individuale sono i seguenti:;Animale | DIM | Parità | Gruppo | Latte attuale | Baseline/media | Delta kg | Delta % | Segnali associati;Manca produzione aggiornata o baseline/media recente.;Non indicare causa certa del calo se non ci sono segnali concordanti.;Supportato se produzione e baseline presenti;canonical;"Al momento non ci sono dati di calo per la data di oggi (31 agosto 2026); il file contiene solo le mungiture del giorno precedente (30 agosto 2026).

#6946 (L3, DIM 241): 0,2 kg — attesi 6,10 kg (-96,7 %)
#5659 (L3, DIM 207): 0,5 kg — attesi 7,35 kg (-93,2 %)
#5762 (L3, DIM 226): 0,5 kg — attesi 6,63 kg (-92,5 %)
#726 (L2, DIM 222): 0,6 kg — attesi 7,18 kg (-91,6 %)
#2474 (L7, DIM 275): 0,4 kg — attesi 4,04 kg (-90,1 %)
#165 (L6, DIM 228): 0,6 kg — attesi 5,40 kg (-88,9 %)
#2491 (L2, DIM 279): 0,7 kg — attesi 5,50 kg (-87,3 %)
#2516 (L2, DIM 17): 1,8 kg — attesi 12,32 kg (-85,4 %)
#2422 (L2, DIM 274): 0,9 kg — attesi 5,63 kg (-84,0 %)
#7340 (L5, DIM 242): 0,8 kg — attesi 4,95 kg (-83,9 %)


Se vuoi approfondire una o più di queste bufale, fammelo sapere.";102437;1;False;8CAE7A626166D1A586;[13:14, 31/08/2026] Marica Marches: ;2026-08-31T13:12:44;2026-08-31T13:14:34;True;OK;PASS;REVIEW;PASS;N/A;herd_query;165,726,2422,2474,2491,2516,5659,5762,6946,7340;none_found;;;REVIEW;
AUTO_20260831_130203;smoke;9;SEL_MUNG_009_V0;SEL_MUNG_009;MUNGITURA;functional;FUNCTIONAL_MUNGITURA;;SEL_MUNG_009;0;canonical;manual_selected;False;False;;PROD_002;exact_cross_area;quali sono le vacche/bufale con un calo superiore a 5 kg?;production_drop_threshold;herd;;ID, gruppo, lattazione, DIM, baseline individuale (media n giorni), ultima produzione produzione;"Animali con calo superiore a {X} kg:
{tabella}
La tabella è ordinata per scostamento produttivo, non per priorità.";Animale | DIM | Gruppo | Latte attuale | Baseline | Calo kg | Calo % | Note;Manca produzione, baseline o soglia interpretabile.;"Non usare priorità alta/media/bassa o score non implementati; ordinare solo per metrica disponibile.";Supportato se produzione e baseline presenti;canonical;"Bufale con calo > 5 kg (residuo ≤ ‑5 kg): 162 capi.

#2468 (L3, DIM 55): 2,6 kg — attesi 15,76 kg (‑13,16 kg, ‑84 %)
#8058 (L2, DIM 60): 3,9 kg — attesi 14,86 kg (‑10,96 kg, ‑74 %)
#2516 (L2, DIM 17): 1,8 kg — attesi 12,32 kg (‑10,52 kg, ‑85 %)
#2500 (L3, DIM 52): 5,9 kg — attesi 15,83 kg (‑9,93 kg, ‑63 %)
#444 (L3, DIM 27): 5,2 kg — attesi 14,73 kg (‑9,53 kg, ‑65 %)
#1320 (L14, DIM 86): 3,0 kg — attesi 12,47 kg (‑9,47 kg, ‑76 %)
#418 (L3, DIM 76): 5,6 kg — attesi 14,70 kg (‑9,10 kg, ‑62 %)
#3145 (L2, DIM 64): 5,7 kg — attesi 14,69 kg (‑8,99 kg, ‑61 %)
#2448 (L3, DIM 44): 6,9 kg — attesi 15,88 kg (‑8,98 kg, ‑57 %)
#2971 (L2, DIM 40): 6,2 kg — attesi 15,15 kg (‑8,95 kg, ‑59 %)


…e altre 152 bufale con calo ≥ 5 kg.



Possibili cause: stress termico (THI > 70), mastite (SCC alta, conducibilità), deficit energetico, problemi podali o riconoscimento robot.



Azioni rapide: verificare conduttività e SCC, controllare temperatura/umidità ambientale e attivare raffrescamento, ispezionare gli zoccoli, assicurare dry‑matter intake adeguato e confermare almeno 1,5 mungiture al giorno.



Se vuoi la lista completa o approfondire una singola bufala, fammi sapere.";137464;1;False;2673D85CC72AE77DE1;[13:16, 31/08/2026] Marica Marches: ;2026-08-31T13:14:39;2026-08-31T13:17:05;True;OK;PASS;PASS;PASS;N/A;herd_query;418,444,1320,2448,2468,2500,2516,2971,3145,8058;results;;;PASS;
AUTO_20260831_130203;smoke;10;SEL_PROD_001_V0;SEL_PROD_001;PRODUZIONE;functional;FUNCTIONAL_PRODUZIONE;;SEL_PROD_001;0;canonical;manual_selected;False;False;;PROD_006;exact;chi produce meno?;low_vs_group;herd;;ID, gruppo,DIM, ultima produzione, media gruppo, delta produzione;"Animali sotto la media del proprio gruppo:
{tabella}
Questo confronto è più utile se il gruppo è omogeneo per DIM/parità.";Animale | DIM | Parità | Gruppo | Latte attuale | Media gruppo | Delta vs gruppo | Delta vs se stessa;Manca gruppo o media gruppo calcolabile.;Non giudicare animale senza considerare DIM/parità quando disponibili.;Supportato se produzione e baseline presenti;canonical;"#6946 (L3, DIM 241): 0,2 kg — attesi 6,10 kg (‑5,90 kg, ‑96,7 %)
#2474 (L7, DIM 275): 0,4 kg — attesi 4,04 kg (‑3,64 kg, ‑90,1 %)
#5659 (L3, DIM 207): 0,5 kg — attesi 7,35 kg (‑6,85 kg, ‑93,2 %)
#5762 (L3, DIM 226): 0,5 kg — attesi 6,63 kg (‑6,13 kg, ‑92,5 %)
#726 (L2, DIM 222): 0,6 kg — attesi 7,18 kg (‑6,58 kg, ‑91,6 %)


Se vuoi approfondire una di queste bufale o visualizzare l’intera lista, fammi sapere.";81593;1;False;449A37C226D3FDA782;[13:18, 31/08/2026] Marica Marches: ;2026-08-31T13:17:18;2026-08-31T13:18:47;True;OK;PASS;FAIL;PASS;N/A;herd_query;726,2474,5659,5762,6946;results;;;FAIL;
